,ResponseId,MainBranch,Employment,RemoteWork,CodingActivities,EdLevel,LearnCode,LearnCodeOnline,LearnCodeCoursesCert,YearsCode,YearsCodePro,DevType,OrgSize,PurchaseInfluence,BuyNewTool,Country,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSysProfessional use,OpSysPersonal use,VersionControlSystem,VCInteraction,VCHostingPersonal use,VCHostingProfessional use,OfficeStackAsyncHaveWorkedWith,OfficeStackAsyncWantToWorkWith,OfficeStackSyncHaveWorkedWith,OfficeStackSyncWantToWorkWith,Blockchain,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,TBranch,ICorPM,WorkExp,Knowledge_1,Knowledge_2,Knowledge_3,Knowledge_4,Knowledge_5,Knowledge_6,Knowledge_7,Frequency_1,Frequency_2,Frequency_3,TimeSearching,TimeAnswering,Onboarding,ProfessionalTech,TrueFalse_1,TrueFalse_2,TrueFalse_3,SurveyLength,SurveyEase,ConvertedCompYearly
267,42524,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Bootstrapping a business,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;Online forum;How-to videos;Certification videos,,3,2,"Developer, back-end;Database administrator;Cloud infrastructure engineer",100 to 499 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,33000.0,Monthly,C#;JavaScript;Python;SQL,C#;JavaScript;Python;SQL,Microsoft SQL Server;MySQL;PostgreSQL,Elasticsearch;PostgreSQL;Redis,AWS,AWS,ASP.NET Core ,ASP.NET Core ;Django;React.js,.NET,.NET,Docker;Homebrew;npm;Terraform,Docker;Kubernetes;npm;Terraform,Sublime Text;Visual Studio;Visual Studio Code,Sublime Text;Visual Studio;Visual Studio Code,macOS;Windows,macOS,Git,Command-line,,,Jira Work Management,Jira Work Management,Google Chat;Slack,Google Chat;Slack,Indifferent,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,People manager,2.0,Strongly agree,Agree,Agree,Agree,Agree,Agree,Neither agree nor disagree,1-2 times a week,1-2 times a week,1-2 times a week,15-30 minutes a day,15-30 minutes a day,Somewhat long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Observability tools,Yes,No,Yes,Appropriate in length,Easy,25032.0
268,42539,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed",Fully remote,Hobby;Bootstrapping a business,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Online Courses or Certification;Coding Bootcamp","Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;How-to videos;Written-based Online Courses;Auditory material (e.g., podcasts);Interactive tutorial;Coding sessions (live or recorded);Certification videos",Coursera,3,2,"Developer, full-stack;Blockchain","Just me - I am a freelancer, sole proprietor, etc.",I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,60000.0,Yearly,JavaScript;Python;Solidity,Go;JavaScript;Rust;Solidity;TypeScript,MongoDB,DynamoDB;MongoDB;PostgreSQL;Firebase Realtime Database,Heroku,AWS;Google Cloud,Express;Next.js;Node.js;React.js,Express;jQuery;Next.js;Node.js;React.js,,,npm;Yarn,Docker;Kubernetes,Visual Studio Code,Visual Studio Code,Windows,Windows,Git,Code editor;Dedicated version control GUI application,,,Notion,Notion,Slack,Slack,Very favorable,Stack Overflow;Stack Exchange,A few times per month or weekly,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,White;African,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,3793.0
269,42541,I am a developer by profession,"Employed, full-time",Fully remote,Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos,Udemy;edX,20,20,"Developer, QA or test;Database administrator","10,000 or more employees",I have little or no influence,,South Africa,ZAR	South African rand,95000.0,Monthly,Bash/Shell;Groovy;Java;Python;SQL,,Microsoft SQL Server;MySQL,,,,,,,,,,Eclipse;NetBeans,,,Windows,Git,Code editor,,,,,Microsoft Teams,,Very unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per month or weekly,Neutral,45-54 years old,Man,No,Straight / Heterosexual,White,None of the above,None of the above,Yes,Independent contributor,20.0,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,Less than 15 minutes a day,Less than 15 minutes a day,Very long,Automated testing,Yes,No,Yes,Appropriate in length,Easy,72072.0
270,42543,I am learning to code,"Independent contractor, freelancer, or self-employed",Fully remote,Bootstrapping a business,Primary/elementary school,"Other online resources (e.g., videos, blogs, forum)",Technical documentation;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online forum;How-to videos,,1,,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;Developer, embedded applications or devices;Designer;Senior Executive (C-Suite, VP, etc.);Marketing or sales professional",,,Start a free trial;Visit developer communities like Stack Overflow,South Africa,,,,Bash/Shell;HTML/CSS;JavaScript;Python;SQL,,PostgreSQL;SQLite,,,,Django,Svelte;Vue.js,Pandas,,Docker,,IPython/Jupyter;Sublime Text;Visual Studio Code,IPython/Jupyter,Linux-based,Linux-based,Git,Command-line,,,,,Microsoft Teams,,Favorable,Stack Overflow,Daily or almost daily,Not sure/can't remember,,"Yes, somewhat",55-64 years old,Man,No,Straight / Heterosexual,White,,None of the above,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
271,42645,I code primarily as a hobby,"Student, full-time",,,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Other online resources (e.g., videos, blogs, forum);Online Courses or Certification",Technical documentation;Blogs;Stack Overflow;Video-based Online Courses;How-to videos;Written-based Online Courses;Interactive tutorial,Codecademy,7,,,,,Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2Crowd,South Africa,,,,HTML/CSS;JavaScript;Python,Python,PostgreSQL;SQLite,PostgreSQL,DigitalOcean,AWS;DigitalOcean,Django;jQuery;React.js,,,,Homebrew,Homebrew,Visual Studio Code,IPython/Jupyter;Visual Studio Code,,macOS,Git,Code editor;Command-line;Dedicated version control GUI application,,,Notion,Confluence;Jira Work Management;Notion;Trello,Microsoft Teams,Slack,Very favorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",18-24 years old,Man,No,Straight / Heterosexual,White;African,,,,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
272,42708,I am a developer by profession,"Employed, full-time",Full in-person,Hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum)",Technical documentation;Blogs;Written Tutorials;Stack Overflow;Online books;Online forum,,20,13,"Developer, back-end;Developer, desktop or enterprise applications;Database administrator;System administrator",100 to 499 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,53160.0,Monthly,C#;HTML/CSS;SQL,,Microsoft SQL Server;PostgreSQL,,Microsoft Azure,,ASP.NET;Node.js,Blazor;React.js,,,,,Notepad++;Visual Studio;Visual Studio Code,,Linux-based;Windows;Windows Subsystem for Linux (WSL),Windows,Other (please specify):,Code editor,,,Jira Work Management;Trello,,Microsoft Teams;Zoom,,Favorable,Stack Overflow,A few times per month or weekly,Yes,I have never participated in Q&A on Stack Overflow,Neutral,35-44 years old,Man,No,Straight / Heterosexual;Prefer to self-describe:,White,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,40332.0
273,42757,"I am not primarily a developer, but I write code sometimes as part of my work","Employed, full-time",Fully remote,Hobby,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","School (i.e., University, College, etc);On the job training",,,12,7,"Data scientist or machine learning specialist;Engineer, data;Data or business analyst;Blockchain",10 to 19 employees,I have a great deal of influence,Start a free trial;Ask developers I know/work with,South Africa,ZAR	South African rand,120000.0,Monthly,Python;SQL,Julia,DynamoDB;Elasticsearch;MariaDB;Neo4j;PostgreSQL;Redis;SQLite,Cassandra,AWS;Google Cloud;OVH,,FastAPI;Flask,Flask,Keras;NumPy;Pandas;Scikit-learn;TensorFlow,Torch/PyTorch,Docker,Kubernetes;Terraform,Atom;IPython/Jupyter;Nano;PyCharm;Sublime Text,,macOS,Linux-based,Git,Code editor;Command-line,,,Confluence,Confluence,Google Chat;Microsoft Teams;Rocketchat;Slack;Zoom,Slack,Unfavorable,Stack Overflow;Stack Exchange,Multiple times per day,No,,"No, not at all",35-44 years old,Man,No,Straight / Heterosexual,African;Black;Biracial,None of the above,"I have learning differences (e.g., Dyslexic, Dyslexia, etc.)",Yes,Independent contributor,7.0,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Disagree,Agree,6-10 times a week,6-10 times a week,1-2 times a week,60-120 minutes a day,15-30 minutes a day,Just right,DevOps function;Continuous integration (CI) and (more often) continuous delivery;Automated testing,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,91032.0
274,42824,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,Some college/university study without earning a degree,"Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague;Hackathons (virtual or in-person)","Technical documentation;Blogs;Programming Games;Written Tutorials;Stack Overflow;Online books;Video-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Online forum;How-to videos;Written-based Online Courses;Interactive tutorial;Coding sessions (live or recorded);Certification videos",Coursera;Udemy;Codecademy;Pluralsight;Skillsoft,12,6,"Data scientist or machine learning specialist;Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, QA or test;Developer, embedded applications or devices;Data or business analyst",20 to 99 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,70000.0,Monthly,C#;HTML/CSS;JavaScript;Python;R;SQL,C#;C++;HTML/CSS;JavaScript;Python;R;SQL,Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,AWS;Google Cloud;Microsoft Azure,AWS;Google Cloud;Microsoft Azure,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Node.js;React.js,.NET;React Native,.NET,Docker;npm,Docker;npm;Unity 3D;Unreal Engine,Notepad++;Rider;RStudio;Visual Studio;Visual Studio Code,Android Studio;Notepad++;Rider;RStudio;Visual Studio;Visual Studio Code,Windows,Windows,Git;SVN,Code editor;Command-line;Version control hosting service web GUI,,,Microsoft Planner;Trello,Microsoft Planner,Google Chat;Microsoft Teams;Zoom,Google Chat;Microsoft Teams;Zoom,Indifferent,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder",Yes,Independent contributor,6.0,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,1-2 times a week,3-5 times a week,30-60 minutes a day,15-30 minutes a day,Just right,Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery,Yes,Yes,Yes,Appropriate in length,Easy,53100.0
275,42886,"I am not primarily a developer, but I write code sometimes as part of my work","Independent contractor, freelancer, or self-employed","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Online Courses or Certification,,Udemy;Pluralsight,8,3,Data or business analyst,"10,000 or more employees",I have little or no influence,Start a free trial;Ask developers I know/work with,South Africa,ZAR	South African rand,,Monthly,C++;HTML/CSS;JavaScript;Python;SQL,Rust,Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,,Microsoft Azure,AWS,Next.js;Node.js;React.js,ASP.NET Core ;Svelte,React Native,.NET,Docker,Docker,Visual Studio,Visual Studio,Linux-based;Windows,Windows,Git,Code editor;Command-line,,,,,Microsoft Teams;Zoom,,Indifferent,Stack Overflow;Stack Exchange,A few times per week,No,,Neutral,35-44 years old,Man,No,Straight / Heterosexual,African,None of the above,None of the above,Yes,Independent contributor,8.0,Disagree,Neither agree nor disagree,Disagree,Disagree,Agree,Agree,Agree,1-2 times a week,3-5 times a week,1-2 times a week,60-120 minutes a day,60-120 minutes a day,Somewhat long,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,No,Appropriate in length,Easy,
276,42976,I am a developer by profession,"Employed, full-time",Fully remote,Hobby;Contribute to open-source projects;Freelance/contract work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Friend or family member;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Coding Bootcamp;Colleague;Hackathons (virtual or in-person)","Technical documentation;Blogs;Stack Overflow;Online books;How-to videos;Auditory material (e.g., podcasts);Coding sessions (live or recorded)",Udemy;Pluralsight,30,20,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Developer, mobile;DevOps specialist;Developer, embedded applications or devices;Cloud infrastructure engineer;System administrator","1,000 to 4,999 employees",I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,110000.0,Monthly,C#;Go;HTML/CSS;Java;JavaScript;Lua;Objective-C;PowerShell;Rust;SQL;Swift;TypeScript,C#;Go;HTML/CSS;JavaScript;Lua;Rust;SQL;Swift,DynamoDB;Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis,DynamoDB;Elasticsearch;PostgreSQL;Redis,AWS;Microsoft Azure,AWS;Microsoft Azure,Angular;Angular.js;Blazor;Deno;Express;Gatsby;Next.js;Node.js;Nuxt.js;React.js;Vue.js,Deno;Express;Gatsby;Node.js;React.js,.NET;Apache Kafka;Electron;Ionic;React Native;Spring,.NET;Apache Kafka;Electron;Ionic;React Native,Docker;Kubernetes;npm;Terraform;Yarn,Docker;Kubernetes;npm;Terraform;Yarn,Nano;Visual Studio Code;Xcode,Nano;Visual Studio Code;Xcode,Windows;Windows Subsystem for Linux (WSL),macOS,Git,Code editor;Command-line;Version control hosting service web GUI,,,Confluence;Jira Work Management;Trello,Confluence;Jira Work Management;Trello,Microsoft Teams;Slack;Zoom,Microsoft Teams;Slack;Zoom,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,Less than once per month or monthly,Neutral,35-44 years old,Man,No,Straight / Heterosexual,White;African,None of the above,None of the above,Yes,Independent contributor,20.0,Strongly agree,Neither agree nor disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,1-2 times a week,1-2 times a week,1-2 times a week,Less than 15 minutes a day,60-120 minutes a day,Somewhat long,DevOps function;Microservices;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,83448.0
277,42979,I am a developer by profession,"Employed, full-time",Full in-person,Freelance/contract work,Some college/university study without earning a degree,"School (i.e., University, College, etc)",,,4,2,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, mobile;Designer",10 to 19 employees,I have some influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with,South Africa,ZAR	South African rand,18000.0,Monthly,Bash/Shell;HTML/CSS;Java;JavaScript;PHP;Python;SQL,,MariaDB;MySQL;SQLite,,,,jQuery;Laravel,,Cordova;Flutter,,Docker;npm,,IntelliJ;Nano;Sublime Text;Visual Studio Code,,,Linux-based;Windows,Git,Command-line,,,,,,,Indifferent,Stack Overflow,Daily or almost daily,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Woman,No,Bisexual,White,None of the above,None of the above,Yes,Independent contributor,4.0,Neither agree nor disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,1-2 times a week,1-2 times a week,Never,15-30 minutes a day,Less than 15 minutes a day,Just right,None of these,No,Yes,Yes,Too long,Neither easy nor difficult,13656.0
278,43016,I am a developer by profession,"Employed, full-time;Independent contractor, freelancer, or self-employed",Fully remote,Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc)",,,13,6,"Developer, full-stack;Developer, back-end;DevOps specialist;Cloud infrastructure engineer","10,000 or more employees",I have little or no influence,Ask developers I know/work with,South Africa,ZAR	South African rand,97998.0,Monthly,Java;JavaScript;TypeScript,Bash/Shell;Go;JavaScript;Python;TypeScript,DynamoDB;Microsoft SQL Server,Couchbase;CouchDB;DynamoDB;Microsoft SQL Server;MongoDB;SQLite,AWS;Heroku,AWS,Angular;Node.js,Node.js;React.js,Spring,Spring,Docker;npm,npm,IntelliJ;Visual Studio Code,IntelliJ;Visual Studio Code,Windows,Linux-based;Windows,Git,Code editor;Version control hosting service web GUI,,,Jira Work Management,Jira Work Management,Microsoft Teams;Slack,Microsoft Teams,Favorable,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",25-34 years old,Man,No,Straight / Heterosexual,African,None of the above,None of the above,Yes,Independent contributor,6.0,Agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,1-2 times a week,3-5 times a week,1-2 times a week,60-120 minutes a day,60-120 minutes a day,Just right,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Observability tools,Yes,Yes,No,Appropriate in length,Easy,74340.0
279,43067,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Other (please specify):,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training;Online Courses or Certification;Colleague",Technical documentation;Stack Overflow;Video-based Online Courses;Online forum;Written-based Online Courses;Interactive tutorial,Udemy;Codecademy,2,1,"Developer, front-end;Developer, mobile",100 to 499 employees,I have little or no influence,Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,20000.0,Monthly,HTML/CSS;JavaScript;TypeScript,HTML/CSS;JavaScript;SQL;Swift;TypeScript,,,AWS,,Node.js;React.js;Vue.js,ASP.NET;Node.js;React.js;Vue.js,,,npm;Yarn,npm;Yarn,Android Studio;Visual Studio Code,Android Studio;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line,,,Confluence;Notion,ClickUp,Slack,Slack,Favorable,Stack Overflow;Stack Exchange,Daily or almost daily,No,,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,White,None of the above,"I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,Independent contributor,1.0,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,15-30 minutes a day,Just right,DevOps function;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,Yes,Yes,Appropriate in length,Easy,15168.0
280,43073,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);On the job training",Technical documentation;Blogs;Video-based Online Courses;How-to videos,,8,7,"Developer, back-end;Developer, desktop or enterprise applications;Project manager",10 to 19 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,63000.0,Monthly,C#;Delphi;JavaScript;SQL;TypeScript,C#;JavaScript;TypeScript,Microsoft SQL Server,PostgreSQL,AWS,AWS;Microsoft Azure,ASP.NET Core ;React.js,ASP.NET Core ;React.js,.NET,.NET,Docker,Docker;Kubernetes;npm,Visual Studio;Visual Studio Code,Visual Studio;Visual Studio Code,Windows,Windows,Git,Code editor;Command-line;Version control hosting service web GUI;Dedicated version control GUI application,,,,,Microsoft Teams,Microsoft Teams,Favorable,Stack Overflow,Less than once per month or monthly,Yes,Less than once per month or monthly,"No, not at all",25-34 years old,Man,No,Bisexual,White,None of the above,"I have a mood or emotional disorder (e.g., depression, bipolar disorder, etc.);I have an anxiety disorder;I have a concentration and/or memory disorder (e.g., ADHD, etc.)",Yes,People manager,10.0,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,1-2 times a week,1-2 times a week,Never,60-120 minutes a day,60-120 minutes a day,Somewhat long,Continuous integration (CI) and (more often) continuous delivery,Yes,Yes,Yes,Appropriate in length,Neither easy nor difficult,47796.0
281,43185,"I used to be a developer by profession, but no longer am","Employed, full-time",Full in-person,Hobby;Freelance/contract work,Some college/university study without earning a degree,"Books / Physical media;Other online resources (e.g., videos, blogs, forum);On the job training;Colleague;Other (please specify):","Technical documentation;Online challenges (e.g., daily or weekly coding challenges);Online forum;Written-based Online Courses",,31,24,Marketing or sales professional,,,Start a free trial;Ask developers I know/work with,South Africa,,,,HTML/CSS;JavaScript;PHP;Python;SQL,HTML/CSS;JavaScript;PHP;Python;SQL,MySQL,Microsoft SQL Server;MySQL,AWS;Google Cloud;Microsoft Azure,AWS;Google Cloud;Microsoft Azure,ASP.NET;Django;jQuery;React.js,Django;jQuery;Phoenix;React.js,Pandas,Pandas;Torch/PyTorch,Docker;Puppet,Puppet;Unreal Engine,Notepad++;PyCharm;Sublime Text,Notepad++;PyCharm;Sublime Text;Visual Studio;Visual Studio Code,Windows,Windows,Git;SVN,Code editor;Version control hosting service web GUI,,,Jira Work Management;monday.com;Trello,monday.com,Google Chat;Microsoft Teams;Slack;Zoom,Google Chat;Microsoft Teams;Slack;Zoom,Very unfavorable,Collectives on Stack Overflow;Stack Overflow;Stack Exchange,A few times per month or weekly,No,,"No, not really",35-44 years old,"Non-binary, genderqueer, or gender non-conforming",No,Straight / Heterosexual,I don't know,None of the above,None of the above,Yes,Independent contributor,24.0,Strongly agree,Agree,Strongly agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Disagree,3-5 times a week,10+ times a week,6-10 times a week,30-60 minutes a day,30-60 minutes a day,Just right,Innersource initiative;DevOps function;Microservices;Developer portal or other central places to find tools/services,Yes,No,Yes,Appropriate in length,Easy,
282,43206,I am a developer by profession,"Employed, full-time",Fully remote,I don’t code outside of work,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","School (i.e., University, College, etc);Online Courses or Certification",,Coursera,11,7,"Developer, back-end;Engineering manager;Project manager",2 to 9 employees,I have a great deal of influence,Start a free trial;Visit developer communities like Stack Overflow;Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,90000.0,Monthly,Bash/Shell;C#;JavaScript;Python;SQL,Bash/Shell;C#;Go;JavaScript;Python,DynamoDB;PostgreSQL,DynamoDB;PostgreSQL;Firebase Realtime Database;Redis,AWS,AWS;Firebase;Google Cloud;Heroku;Microsoft Azure,ASP.NET Core ;FastAPI,ASP.NET Core ;Django;FastAPI;Laravel;React.js,,,Docker;Terraform,Docker;Terraform,Visual Studio Code,Visual Studio Code,Linux-based,macOS,Git,Command-line,,,Confluence;Jira Work Management,Jira Work Management,Microsoft Teams;Slack;Zoom,Slack,Indifferent,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"No, not really",25-34 years old,Man,No,Straight / Heterosexual,Prefer not to say,None of the above,None of the above,Yes,People manager,7.0,Strongly agree,Strongly disagree,Neither agree nor disagree,Agree,Agree,Agree,Agree,1-2 times a week,3-5 times a week,1-2 times a week,30-60 minutes a day,60-120 minutes a day,Just right,DevOps function;Microservices;Continuous integration (CI) and (more often) continuous delivery;Automated testing;Observability tools,Yes,No,Yes,Appropriate in length,Easy,68280.0
283,43220,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",I don’t code outside of work,"Professional degree (JD, MD, etc.)","School (i.e., University, College, etc);On the job training;Online Courses or Certification",,Udemy,10,7,"Developer, front-end;Developer, full-stack;Developer, back-end;Developer, desktop or enterprise applications;Database administrator;Project manager;Data or business analyst;System administrator","1,000 to 4,999 employees",I have some influence,Start a free trial;Visit developer communities like Stack Overflow,South Africa,ZAR	South African rand,330000.0,Monthly,C#;JavaScript;Python;SQL;VBA,C#;SQL,Microsoft SQL Server,Microsoft SQL Server,,,ASP.NET,,.NET,,,,Notepad++;Visual Studio;Visual Studio Code,Visual Studio,Windows,Windows,I don't use one,,,,,,Microsoft Teams,,Unfavorable,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,Neutral,25-34 years old,Man,No,Straight / Heterosexual,White;African,None of the above,None of the above,Yes,Independent contributor,7.0,Strongly agree,Disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,1-2 times a week,Never,1-2 times a week,60-120 minutes a day,15-30 minutes a day,Somewhat long,DevOps function,No,Yes,Yes,Appropriate in length,Neither easy nor difficult,250344.0
284,43223,I am a developer by profession,"Employed, full-time","Hybrid (some remote, some in-person)",Hobby,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Books / Physical media;School (i.e., University, College, etc);Colleague",,,25,24,"Developer, full-stack;Database administrator;DevOps specialist;Cloud infrastructure engineer",2 to 9 employees,I have some influence,Ask developers I know/work with;Read ratings or reviews on third party sites like G2Crowd,South Africa,ZAR	South African rand,,,C#;Lua;PowerShell;SQL,Assembly;C;C++;Rust;TypeScript,Microsoft SQL Server;Redis,,Microsoft Azure;VMware,,ASP.NET,,.NET,Electron,,,IPython/Jupyter;Notepad++;Visual Studio;Visual Studio Code,,,Windows;Windows Subsystem for Linux (WSL),Git,Command-line,,,Confluence;Jira Work Management,Confluence;Jira Work Management,Microsoft Teams;Slack,,Unfavorable,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"No, not really",45-54 years old,Man,No,Straight / Heterosexual,European,None of the above,None of the above,No,,,,,,,,,,,,,,,,,,,,Appropriate in length,Easy,
